Species primary name,Species tertiary name,BirdMAP ID,Date,Time,Seen/Heard,Latitude,Longitude,Notes,Count,Count exact,Dead/Alive,Altitude,Ring number,Age count - Adult,Age count - Sub-adult,Age count - Immature,Age count - Juvenile,Age count - Chick,Gender count - Male,Gender count - Female,Breeding status,Colouration,Fed by,Feeding,Flight direction,Habitat,Roosting site,Sighting direction,Sighting distance,Activity,Feeding on,Nest count,Nest count type,Nest site,At colony,Colony type,Colony description,ISO date
White-browed Coucal,Centropus superciliosus,1036,2020-07-09,06:21,Heard,-3.363843,39.917303,,1,false,Alive,13,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:21:35.035+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-09,06:23,Seen,-3.363996,39.916977,,1,false,Alive,12,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:23:11.355+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-09,06:23,Seen,-3.364013,39.916923,,1,false,Alive,11,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:23:32.361+0300
Red-eyed Dove,Streptopelia semitorquata,314,2020-07-09,06:25,Heard,-3.364458,39.916548,,1,false,Alive,13,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:25:53.233+0300
Black-headed Heron,Ardea melanocephala,55,2020-07-09,06:28,Seen,-3.364852,39.916319,,1,false,Alive,11,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:28:05.042+0300
Lizard Buzzard,Kaupifalco monogrammicus,144,2020-07-09,06:33,Seen,-3.365441,39.914877,,1,false,Alive,11,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:33:47.520+0300
Village Weaver,Ploceus cucullatus,797,2020-07-09,06:48,Heard,-3.367472,39.911684,,1,false,Alive,28,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:48:22.614+0300
East Coast Boubou,Laniarius sublacteus,7867,2020-07-09,06:57,Heard,-3.367142,39.909332,,1,false,Alive,24,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:57:05.365+0300
Unidentified,Unidentified,0,2020-07-09,06:58,Seen,-3.367483,39.909218,"We stopped for 43minutes because of rain!!


",1,false,Alive,23,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T06:58:57.303+0300
Unidentified,Unidentified,0,2020-07-09,07:45,Seen,-3.367492,39.909237,,1,false,Alive,29,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T07:45:55.700+0300
Common Bulbul,Pycnonotus barbatus tricolor,545,2020-07-09,07:47,Heard,-3.367634,39.909216,,1,false,Alive,29,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T07:47:40.226+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-09,07:48,Heard,-3.367891,39.909162,,1,false,Alive,30,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T07:48:38.269+0300
Striped Kingfisher,Halcyon chelicuti,403,2020-07-09,07:51,Seen,-3.368359,39.909026,,1,false,Alive,36,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T07:51:52.266+0300
House Crow,Corvus splendens,989,2020-07-09,07:52,Heard,-3.368769,39.9089,,1,false,Alive,29,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T07:52:56.400+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-09,07:53,Heard,-3.369041,39.908861,,1,false,Alive,26,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T07:53:34.140+0300
Unidentified,Unidentified,0,2020-07-09,08:01,Seen,-3.36921,39.906625,,1,false,Alive,-17,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:01:28.930+0300
Unidentified,Unidentified,0,2020-07-09,08:01,Seen,-3.369208,39.9066,,1,false,Alive,-12,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:01:39.358+0300
Common Drongo,Dicrurus adsimilis,517,2020-07-09,08:01,Seen,-3.369209,39.906556,,1,false,Alive,-11,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:01:57.346+0300
Village Weaver,Ploceus cucullatus,797,2020-07-09,08:02,Heard,-3.369185,39.906545,,1,false,Alive,-8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:02:10.904+0300
Blue-breasted Cordon-bleu,Uraeginthus angolensis,839,2020-07-09,08:02,Heard,-3.36918,39.906557,,1,false,Alive,-1,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:02:31.858+0300
African Pied Wagtail,Motacilla aguimp,685,2020-07-09,08:03,Seen,-3.369325,39.906539,,1,false,Alive,23,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:03:35.182+0300
Collared Sunbird,Hedydipna collaris,771,2020-07-09,08:04,Heard,-3.369318,39.906532,,1,false,Alive,23,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:04:04.672+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-09,08:05,Seen,-3.369104,39.906717,,1,false,Alive,23,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:05:06.009+0300
Black-backed Puffback,Dryoscopus cubla,712,2020-07-09,08:10,Heard,-3.368684,39.904913,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:10:37.208+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-09,08:12,Seen,-3.368711,39.904533,,1,false,Alive,22,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:12:19.385+0300
Red-eyed Dove,Streptopelia semitorquata,314,2020-07-09,08:14,Heard,-3.36906,39.903737,,1,false,Alive,20,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:14:35.200+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-09,08:14,Seen,-3.369039,39.903672,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:14:57.534+0300
House Crow,Corvus splendens,989,2020-07-09,08:15,Seen,-3.36905,39.903617,,1,false,Alive,22,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:15:33.439+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-09,08:15,Heard,-3.369025,39.903521,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:15:56.918+0300
African Golden Oriole,Oriolus auratus,520,2020-07-09,08:19,Seen,-3.369235,39.902277,,1,false,Alive,22,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:19:42.925+0300
Striped Kingfisher,Halcyon chelicuti,403,2020-07-09,08:23,Heard,-3.369352,39.90141,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:23:21.584+0300
African Paradise Flycatcher,Terpsiphone viridis,682,2020-07-09,08:23,Seen,-3.369367,39.901395,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:23:47.871+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-09,08:25,Seen,-3.369334,39.901182,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:25:22.144+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-09,08:26,Seen,-3.369309,39.901022,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:26:31.570+0300
White-browed Coucal,Centropus superciliosus,1036,2020-07-09,08:32,Heard,-3.369068,39.899295,,1,false,Alive,20,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:32:08.608+0300
Black-headed Oriole,Oriolus larvatus,521,2020-07-09,08:35,Heard,-3.368927,39.898041,,1,false,Alive,20,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:35:30.420+0300
Collared Sunbird,Hedydipna collaris,771,2020-07-09,08:40,Heard,-3.368189,39.897004,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:40:58.358+0300
Green Wood-hoopoe,Phoeniculus purpureus,419,2020-07-09,08:43,Seen,-3.367792,39.897242,,1,false,Alive,19,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:43:12.342+0300
Emerald-spotted Wood Dove,Turtur chalcospilos,321,2020-07-09,08:43,Heard,-3.367746,39.897261,,1,false,Alive,19,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:43:32.044+0300
Terrestrial Brownbul,Phyllastrephus terrestris,546,2020-07-09,08:44,Seen,-3.367598,39.897379,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:44:56.536+0300
Black-bellied Starling,Notopholia corusca,740,2020-07-09,08:46,Seen,-3.36729,39.897614,,1,false,Alive,24,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:46:58.529+0300
East Coast Boubou,Laniarius sublacteus,7867,2020-07-09,08:47,Heard,-3.367243,39.897686,,1,false,Alive,23,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:47:22.213+0300
Dark-backed Weaver,Ploceus bicolor,790,2020-07-09,08:48,Seen,-3.366792,39.897931,,1,false,Alive,22,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:48:45.273+0300
Black-headed Apalis,Apalis melanocephala,623,2020-07-09,08:50,Heard,-3.366601,39.89812,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:50:19.022+0300
Yellow-bellied Greenbul,Chlorocichla flaviventris,550,2020-07-09,08:51,Heard,-3.366345,39.898262,,1,false,Alive,22,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:51:34.331+0300
Great Sparrowhawk,Accipiter melanoleucus,159,2020-07-09,08:55,Seen,-3.36526,39.898943,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T08:55:27.179+0300
Unidentified,Unidentified,0,2020-07-09,09:00,Seen,-3.365652,39.899478,,1,false,Alive,20,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:00:53.150+0300
Unidentified,Unidentified,0,2020-07-09,09:04,Seen,-3.365137,39.899371,,1,false,Alive,17,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:04:59.637+0300
Striped Kingfisher,Halcyon chelicuti,403,2020-07-09,09:05,Heard,-3.364924,39.899361,,1,false,Alive,21,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:05:38.652+0300
White-browed Robin Chat,Cossypha heuglini,580,2020-07-09,09:12,Heard,-3.362782,39.900571,,1,false,Alive,25,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:12:44.003+0300
African Paradise Flycatcher,Terpsiphone viridis,682,2020-07-09,09:13,Heard,-3.362793,39.900583,,1,false,Alive,26,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:13:04.223+0300
Common Drongo,Dicrurus adsimilis,517,2020-07-09,09:13,Heard,-3.362783,39.900593,,1,false,Alive,32,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:13:17.148+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-09,09:18,Heard,-3.36111,39.901744,,1,false,Alive,36,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:18:00.432+0300
Black-backed Puffback,Dryoscopus cubla,712,2020-07-09,09:18,Heard,-3.361095,39.901795,,1,false,Alive,36,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:18:12.860+0300
Red-eyed Dove,Streptopelia semitorquata,314,2020-07-09,09:31,Heard,-3.356664,39.904582,,1,false,Alive,17,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:31:15.653+0300
African Palm Swift,Cypsiurus parvus,387,2020-07-09,09:34,Seen,-3.355903,39.905397,,1,false,Alive,16,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:34:35.515+0300
Ring-necked Dove,Streptopelia capicola,316,2020-07-09,09:35,Heard,-3.355926,39.905498,,1,false,Alive,16,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:35:03.776+0300
Tawny-flanked Prinia,Prinia subflava,649,2020-07-09,09:38,Heard,-3.356685,39.906941,,1,false,Alive,16,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:38:54.553+0300
Red-cheeked Cordon-bleu,Uraeginthus bengalus,3974,2020-07-09,09:39,Heard,-3.356851,39.907054,,1,false,Alive,16,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:39:34.194+0300
Black-crowned Tchagra,Tchagra senegalus,715,2020-07-09,09:53,Heard,-3.360148,39.909956,,1,false,Alive,11,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:53:17.039+0300
White-browed Coucal,Centropus superciliosus burchellii/fasciipygialis,4131,2020-07-09,09:53,Heard,-3.360171,39.910142,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:53:39.824+0300
Red-eyed Dove,Streptopelia semitorquata,314,2020-07-09,09:53,Heard,-3.360162,39.910202,,1,false,Alive,8,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:53:56.380+0300
Speckled Mousebird,Colius striatus,390,2020-07-09,09:55,Seen,-3.360166,39.91087,,1,false,Alive,5,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T09:55:36.144+0300
Unidentified,Unidentified,0,2020-07-09,10:00,Seen,-3.360028,39.91274,,1,false,Alive,7,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:00:20.455+0300
Unidentified,Unidentified,0,2020-07-09,10:00,Seen,-3.36003,39.912755,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:00:26.453+0300
Yellow-fronted Canary,Crithagra mozambica,859,2020-07-09,10:00,Seen,-3.359956,39.912855,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:00:57.054+0300
Northern Grey-headed Sparrow (Parrot-billed),Passer griseus gongonensis,3834,2020-07-09,10:01,Seen,-3.359931,39.912896,,1,false,Alive,6,,0,0,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,Not Specified:Other,Not specified,Not specified,,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,2020-07-09T10:01:18.057+0300
